Date,Action,Price,Amount
2021-06-03,BUY,2857.25,59741.29957251581
2021-06-04,STOP_LOSS,2689.51,56234.07913667933
2021-06-14,BUY,2580.77,56234.07913667933
2021-06-16,STOP_LOSS,2367.89,51595.49810597287
2021-06-19,BUY,2164.67,51595.49810597287
2021-06-20,SELL,2243.47,53473.71753468516
2021-06-21,BUY,1885.49,53473.71753468516
2021-06-23,SELL,1968.14,55817.72506282995
2021-06-29,BUY,2165.33,55817.72506282995
2021-07-12,STOP_LOSS,2031.58,52369.926931758244
2021-07-18,BUY,1891.64,52369.926931758244
2021-07-20,STOP_LOSS,1786.03,49446.12114246271
2021-07-22,BUY,2024.56,49446.12114246271
2021-07-27,SELL,2299.49,56160.77622094755
2021-07-28,BUY,2300.9,56160.77622094755
2021-07-29,SELL,2382.92,58162.734961284856
2021-07-30,BUY,2461.81,58162.734961284856
2021-07-31,SELL,2531.05,59798.599536016205
2021-08-01,BUY,2555.69,59798.599536016205
2021-08-07,SELL,3160.31,73945.63194271112
2021-08-08,BUY,3011.85,73945.63194271112
2021-08-12,SELL,3045.96,74783.08583502511
2021-08-13,BUY,3322.32,74783.08583502511
2021-08-16,STOP_LOSS,3146.53,70826.17660926147
2021-09-01,BUY,3826.82,70826.17660926147
2021-09-05,SELL,3950.29,73111.3397541038
2021-09-06,BUY,3926.77,73111.3397541038
2021-09-07,STOP_LOSS,3434.57,63947.2172241441
2021-09-20,BUY,2977.28,63947.2172241441
2021-09-21,STOP_LOSS,2765.9,59407.11257263682
2021-10-01,BUY,3309.91,59407.11257263682
2021-10-05,SELL,3515.27,63092.96645927322
2021-10-06,BUY,3574.89,63092.96645927322
2021-10-08,SELL,3563.13,62885.415098095385
2021-10-10,BUY,3414.22,62885.415098095385
2021-10-11,SELL,3542.12,65241.16387557498
2021-10-12,BUY,3491.46,65241.16387557498
2021-10-13,SELL,3607.42,67407.98387723952
2021-10-14,BUY,3790.82,67407.98387723952
2021-10-20,SELL,4161.15,73993.15507219419
2021-10-21,BUY,4052.99,73993.15507219419
2021-11-12,SELL,4665.46,85174.67481121818
2021-11-18,BUY,3996.9,85174.67481121818
2021-11-19,SELL,4294.76,91522.12624589742
2021-11-30,BUY,4630.26,91522.12624589742
2021-12-03,STOP_LOSS,4215.73,83328.48982100726
2021-12-22,BUY,3979.51,83328.48982100726
2021-12-29,STOP_LOSS,3630.19,76013.94404419698
2022-01-06,BUY,3406.81,76013.94404419698
2022-01-07,STOP_LOSS,3199.24,71382.56913181444
2022-01-15,BUY,3326.04,71382.56913181444
2022-01-19,STOP_LOSS,3084.02,66188.40147860469
2022-01-21,BUY,2568.15,66188.40147860469
2022-01-22,STOP_LOSS,2412.18,62168.618763958744
2022-01-27,BUY,2424.25,62168.618763958744
2022-01-29,SELL,2601.43,66712.3068623802
2022-02-08,BUY,3116.69,66712.3068623802
2022-02-09,SELL,3243.94,69436.07504215998
2022-02-10,BUY,3072.49,69436.07504215998
2022-02-13,STOP_LOSS,2871.13,64885.48315398807
2022-02-23,BUY,2579.71,64885.48315398807
2022-02-24,SELL,2596.2,65300.24357946583
2022-02-28,BUY,2920.95,65300.24357946583
2022-03-04,STOP_LOSS,2622.1,58619.205631632634
2022-03-16,BUY,2773.81,58619.205631632634
2022-03-24,SELL,3110.76,65740.00386135228
2022-03-25,BUY,3102.14,65740.00386135228
2022-03-26,SELL,3145.0,66648.28542359563
2022-04-17,BUY,2988.06,66648.28542359563
2022-04-18,SELL,3055.56,68153.86404855386
2022-04-26,BUY,2809.67,68153.86404855386
2022-05-07,STOP_LOSS,2635.34,63925.15992330627
2022-05-08,BUY,2519.71,63925.15992330627
2022-05-09,STOP_LOSS,2228.55,56538.41717780388
2022-05-11,BUY,2084.99,56538.41717780388
2022-05-12,STOP_LOSS,1960.22,53155.04444638811
2022-05-16,BUY,2023.66,53155.04444638811
2022-05-17,SELL,2090.72,54916.49512514579
2022-05-18,BUY,1915.11,54916.49512514579
2022-05-19,SELL,2019.55,57911.35116520105
2022-05-22,BUY,2043.19,57911.35116520105
2022-05-26,STOP_LOSS,1792.23,50798.24240467518
2022-06-11,BUY,1532.89,50798.24240467518
2022-06-12,STOP_LOSS,1434.84,47548.9762030701
2022-06-13,BUY,1209.82,47548.9762030701
2022-06-15,SELL,1237.52,48637.65604042198
2022-06-16,BUY,1068.5,48637.65604042198
2022-06-17,SELL,1086.94,49477.03683348271
2022-06-18,BUY,995.13,49477.03683348271
2022-06-19,SELL,1128.53,56109.57400308527
2022-06-20,BUY,1128.24,56109.57400308527
2022-06-21,SELL,1125.85,55990.71464526479
2022-06-22,BUY,1050.19,55990.71464526479
2022-06-24,SELL,1225.02,65311.7485928663
2022-07-17,BUY,1338.65,65311.7485928663
2022-07-18,SELL,1581.04,77137.77835525741
2022-07-20,BUY,1521.58,77137.77835525741
2022-07-25,STOP_LOSS,1440.79,73042.0613286658
2022-08-08,BUY,1777.05,73042.0613286658
2022-08-09,SELL,1702.76,69988.5204963276
2022-08-10,BUY,1853.57,69988.5204963276
2022-08-17,SELL,1834.25,69259.02108924341
2022-08-26,BUY,1508.18,69259.02108924341
2022-08-28,STOP_LOSS,1426.76,65520.03138172428
2022-09-07,BUY,1630.0,65520.03138172428
2022-09-10,SELL,1774.12,71313.12765334029
2022-09-12,BUY,1716.37,71313.12765334029
2022-09-13,STOP_LOSS,1574.4,65414.44337608963
2022-09-18,BUY,1334.51,65414.44337608963
2022-09-19,SELL,1375.98,67447.20219153982
2022-09-21,BUY,1245.78,67447.20219153982
2022-09-22,SELL,1326.46,71815.26097624774
2022-09-24,BUY,1317.13,71815.26097624774
2022-09-25,SELL,1294.63,70588.46986833465
