Date,Action,Price,Amount
2021-08-10,BUY,45584.99,17316.94973664738
2021-08-15,SELL,46973.82,17844.54224687384
2021-08-16,BUY,45901.29,17844.54224687384
2021-08-17,SELL,44695.95,17375.95540428517
2021-08-21,BUY,48821.87,17375.95540428517
2021-08-24,SELL,47674.01,16967.42610849288
2021-09-21,BUY,40734.38,16967.42610849288
2021-09-22,SELL,43543.61,18137.577770228287
2021-10-01,BUY,48141.61,18137.577770228287
2021-10-06,SELL,55315.0,20840.18615829794
2021-10-07,BUY,53785.22,20840.18615829794
2021-10-09,SELL,54949.72,21291.395557113043
2021-10-10,BUY,54659.0,21291.395557113043
2021-10-13,SELL,57367.0,22346.246527102652
2021-10-14,BUY,57347.94,22346.246527102652
2021-10-15,SELL,61672.42,24031.327040570526
2021-10-16,BUY,60875.57,24031.327040570526
2021-10-20,SELL,66001.41,26054.810966842397
2021-10-21,BUY,62193.15,26054.810966842397
2021-10-24,SELL,60852.22,25493.050102988935
2021-11-09,BUY,66947.66,25493.050102988935
2021-11-12,SELL,64122.23,24417.15247561125
2021-11-18,BUY,56891.62,24417.15247561125
2021-11-19,SELL,58052.24,24915.275670314506
2021-11-22,BUY,56247.18,24915.275670314506
2021-11-23,SELL,57541.27,25488.50634769597
2021-11-24,BUY,57138.29,25488.50634769597
2021-11-25,SELL,58960.36,26301.30355882963
2021-11-26,BUY,53726.53,26301.30355882963
2021-12-04,STOP_LOSS,49152.47,24062.11668865022
2021-12-13,BUY,46702.75,24062.11668865022
2021-12-15,SELL,48864.98,25176.137395518665
2021-12-19,BUY,46681.23,25176.137395518665
2022-01-04,SELL,45832.01,24718.13576619094
2022-01-07,BUY,41566.48,24718.13576619094
2022-01-09,SELL,41864.62,24895.42922470203
2022-01-10,BUY,41822.49,24895.42922470203
2022-01-12,SELL,43902.66,26133.67986473682
2022-01-14,BUY,43059.96,26133.67986473682
2022-01-18,SELL,42352.12,25704.082067724114
2022-01-26,BUY,36809.34,25704.082067724114
2022-01-31,SELL,38466.9,26861.561616995492
2022-02-05,BUY,41382.59,26861.561616995492
2022-02-07,SELL,43839.99,28456.667228258702
2022-02-11,BUY,42373.73,28456.667228258702
2022-02-15,SELL,44544.86,29914.719750878005
2022-02-17,BUY,40515.7,29914.719750878005
2022-02-18,SELL,39974.44,29515.081062360714
2022-02-19,BUY,40079.17,29515.081062360714
2022-02-21,STOP_LOSS,37008.16,27253.529510935867
2022-02-23,BUY,37250.01,27253.529510935867
2022-02-24,SELL,38327.21,28041.65015812979
2022-02-28,BUY,43160.0,28041.65015812979
2022-03-04,STOP_LOSS,39148.66,25435.426966625797
2022-03-16,BUY,41114.0,25435.426966625797
2022-03-20,SELL,41262.11,25527.05612185338
2022-03-26,BUY,44511.27,25527.05612185338
2022-04-05,SELL,45497.55,26092.684218105445
2022-04-10,BUY,42158.85,26092.684218105445
2022-04-11,STOP_LOSS,39530.45,24465.931799600945
2022-04-14,BUY,39942.38,24465.931799600945
2022-04-19,SELL,41493.18,25415.844324463542
2022-05-04,BUY,39690.0,25415.844324463542
2022-05-05,STOP_LOSS,36552.97,23407.019277318872
2022-05-09,BUY,30076.31,23407.019277318872
2022-05-10,SELL,31017.1,24139.193193131974
2022-05-11,BUY,29103.94,24139.193193131974
2022-05-12,SELL,29029.75,24077.659024802928
2022-05-14,BUY,30086.74,24077.659024802928
2022-05-15,SELL,31328.89,25071.72033412587
2022-05-16,BUY,29874.01,25071.72033412587
2022-05-17,SELL,30444.93,25550.864130795926
2022-05-20,BUY,29201.01,25550.864130795926
2022-05-30,SELL,31734.22,27767.421178814937
2022-06-01,BUY,29805.83,27767.421178814937
2022-06-12,STOP_LOSS,26574.53,24757.108496527453
2022-06-13,BUY,22487.41,24757.108496527453
2022-06-16,STOP_LOSS,20401.31,22460.4543227206
2022-06-18,BUY,18970.79,22460.4543227206
2022-06-19,SELL,20574.0,24358.573746040816
2022-06-22,BUY,19987.99,24358.573746040816
2022-06-24,SELL,21237.69,25881.53376405299
2022-07-20,BUY,23223.3,25881.53376405299
2022-07-25,STOP_LOSS,21310.9,23750.232649638805
2022-07-28,BUY,23842.93,23750.232649638805
2022-08-04,STOP_LOSS,22622.98,22535.02561254534
2022-08-08,BUY,23810.0,22535.02561254534
2022-08-17,SELL,23342.66,22092.710666314055
2022-08-19,BUY,20834.39,22092.710666314055
2022-08-21,SELL,21515.61,22815.07385333832
2022-08-24,BUY,21368.08,22815.07385333832
2022-08-26,STOP_LOSS,20241.05,21611.72415205828
2022-09-09,BUY,21360.11,21611.72415205828
2022-09-12,SELL,22395.74,22659.553488311514
2022-09-13,BUY,20173.57,22659.553488311514
2022-09-18,SELL,19416.18,21808.830526708178
2022-09-25,BUY,18807.38,21808.830526708178
2022-09-26,SELL,19227.82,22296.368116029455
2022-09-28,BUY,19412.82,22296.368116029455
2022-10-04,SELL,20337.82,23358.766083317427
2022-10-05,BUY,20158.26,23358.766083317427
2022-10-10,STOP_LOSS,19131.87,22169.417204978912
2022-10-13,BUY,19375.13,22169.417204978912
2022-10-15,SELL,19069.39,21819.583288187114
2022-10-16,BUY,19262.98,21819.583288187114
2022-10-25,SELL,20080.07,22745.11834605172
2022-10-27,BUY,20295.11,22745.11834605172
2022-10-28,SELL,20591.84,23077.66933822786
2022-10-30,BUY,20627.48,23077.66933822786
2022-11-08,STOP_LOSS,18547.23,20750.321468257876
2022-11-12,BUY,16812.08,20750.321468257876
2022-11-21,STOP_LOSS,15781.29,19478.06819166952
2022-11-24,BUY,16598.95,19478.06819166952
2022-12-13,SELL,17774.7,20857.754176406837
2022-12-15,BUY,17356.34,20857.754176406837
2022-12-19,STOP_LOSS,16438.88,19755.208642804348
2022-12-25,BUY,16832.11,19755.208642804348
2022-12-29,SELL,16633.47,19522.072414202783
2023-01-12,BUY,18846.62,19522.072414202783
2023-01-20,SELL,22667.21,23479.590242066828
2023-01-21,BUY,22783.55,23479.590242066828
2023-01-30,SELL,22826.15,23523.491677282676
2023-02-09,BUY,21796.35,23523.491677282676
2023-02-11,SELL,21862.55,23594.937361951725
2023-02-17,BUY,24569.97,23594.937361951725
2023-02-24,STOP_LOSS,23185.29,22265.206887460005
2023-03-03,BUY,22354.34,22265.206887460005
2023-03-05,SELL,22430.24,22340.80425256934
2023-03-06,BUY,22410.0,22340.80425256934
2023-03-09,STOP_LOSS,20362.22,20299.3472185521
2023-03-14,BUY,24670.41,20299.3472185521
2023-03-17,SELL,27395.13,22541.30579781095
2023-03-18,BUY,26907.49,22541.30579781095
2023-04-02,SELL,28171.87,23600.519281663815
2023-04-11,BUY,30200.42,23600.519281663815
2023-04-13,SELL,30373.84,23736.040643745077
2023-04-14,BUY,30466.93,23736.040643745077
2023-04-17,SELL,29430.27,22928.40417056761
2023-05-13,BUY,26775.28,22928.40417056761
2023-05-14,SELL,26917.62,23050.29380345431
2023-05-18,BUY,26821.28,23050.29380345431
2023-05-19,SELL,26880.26,23100.98140406576
2023-05-27,BUY,26854.27,23100.98140406576
2023-05-28,SELL,28065.0,24142.493655761467
2023-05-29,BUY,27736.4,24142.493655761467
2023-06-05,STOP_LOSS,25728.2,22394.503442197336
2023-06-06,BUY,27230.08,22394.503442197336
2023-06-07,SELL,26339.34,21661.942979793155
2023-06-17,BUY,26516.99,21661.942979793155
2023-06-20,SELL,28307.99,23125.02532348335
2023-06-24,BUY,30527.43,23125.02532348335
2023-07-06,SELL,29895.43,22646.275032206242
2023-07-24,BUY,29176.5,22646.275032206242
2023-07-25,SELL,29228.91,22686.954732459457
2023-07-27,BUY,29222.78,22686.954732459457
2023-07-29,SELL,29352.9,22787.972724238054
2023-08-08,BUY,29770.42,22787.972724238054
2023-08-16,SELL,28730.51,21991.966463135177
2023-08-17,BUY,26623.41,21991.966463135177
2023-08-20,SELL,26189.99,21633.9447782927
2023-08-25,BUY,26060.01,21633.9447782927
2023-08-27,SELL,26101.77,21668.612206814087
2023-08-29,BUY,27716.34,21668.612206814087
2023-08-31,STOP_LOSS,25940.78,20280.480834131733
2023-09-12,BUY,25840.1,20280.480834131733
2023-09-13,SELL,26222.0,20580.213251210418
2023-09-20,BUY,27125.0,20580.213251210418
2023-09-27,FINAL_SELL,26372.99,20009.65007454525
