Date,Action,Price,Amount
2023-12-28,BUY,2344.15,11092.000274150767
2023-12-29,SELL,2299.2,10879.306797912863
2024-01-02,BUY,2355.34,10879.306797912863
2024-01-03,STOP_LOSS,2209.72,10206.688553450462
2024-01-10,BUY,2584.38,10206.688553450462
2024-01-20,SELL,2472.01,9762.897163348685
2024-01-24,BUY,2235.02,9762.897163348685
2024-01-26,SELL,2267.68,9905.560862713777
2024-01-27,BUY,2267.94,9905.560862713777
2024-01-28,SELL,2256.9,9857.34204214341
2024-01-30,BUY,2343.01,9857.34204214341
2024-02-01,SELL,2304.28,9694.399990128175
2024-02-06,BUY,2372.64,9694.399990128175
2024-02-09,SELL,2486.56,10159.86716883013
2024-02-11,BUY,2507.21,10159.86716883013
2024-02-12,SELL,2659.99,10778.971474434313
2024-02-14,BUY,2774.81,10778.971474434313
2024-02-28,SELL,3383.1,13141.922652418985
2024-02-29,BUY,3340.09,13141.922652418985
2024-03-06,SELL,3818.59,15024.629402591132
2024-03-07,BUY,3868.76,15024.629402591132
2024-03-12,SELL,3979.96,15456.483223858962
2024-03-13,BUY,4004.79,15456.483223858962
2024-03-15,STOP_LOSS,3742.19,14442.978771793969
2024-03-19,BUY,3158.64,14442.978771793969
2024-03-20,SELL,3516.53,16079.441829514175
2024-04-08,BUY,3694.61,16079.441829514175
2024-04-09,STOP_LOSS,3506.39,15260.28296263752
2024-04-23,BUY,3219.46,15260.28296263752
2024-04-30,STOP_LOSS,3014.05,14286.63684702951
2024-05-04,BUY,3117.23,14286.63684702951
2024-05-08,SELL,2974.21,13631.159130639586
2024-05-15,BUY,3032.55,13631.159130639586
2024-05-20,SELL,3661.78,16459.516209590416
2024-05-24,BUY,3728.28,16459.516209590416
2024-06-03,SELL,3767.06,16630.721172363574
2024-06-11,BUY,3497.33,16630.721172363574
2024-06-12,SELL,3560.12,16929.30408630441
2024-06-13,BUY,3469.4,16929.30408630441
2024-06-14,SELL,3481.8,16989.811197237188
2024-07-04,BUY,3059.7,16989.811197237188
2024-07-06,SELL,3066.83,17029.402449267225
2024-07-07,BUY,2931.0,17029.402449267225
2024-07-08,SELL,3019.01,17540.74933072748
2024-07-13,BUY,3175.93,17540.74933072748
2024-07-21,SELL,3535.92,19528.984068762828
2024-07-24,BUY,3335.81,19528.984068762828
2024-07-26,SELL,3274.61,19170.698127714542
2024-08-01,BUY,3203.4,19170.698127714542
2024-08-02,STOP_LOSS,2989.61,17891.275154397415
2024-08-09,BUY,2598.78,17891.275154397415
2024-08-10,SELL,2609.92,17967.96837399276
2024-08-11,BUY,2555.38,17967.96837399276
2024-08-12,SELL,2722.3,19141.654198013795
2024-08-14,BUY,2661.45,19141.654198013795
2024-08-27,STOP_LOSS,2457.33,17673.584365817595
2024-09-02,BUY,2538.01,17673.584365817595
2024-09-03,SELL,2425.29,16888.65190703494
2024-09-06,BUY,2225.23,16888.65190703494
2024-09-08,SELL,2297.3,17435.635878552494
2024-09-11,BUY,2340.55,17435.635878552494
2024-09-20,SELL,2561.4,19080.83046263671
2024-09-22,BUY,2581.0,19080.83046263671
2024-09-29,SELL,2657.62,19647.26720422804
2024-09-30,BUY,2602.23,19647.26720422804
2024-10-01,STOP_LOSS,2447.79,18481.219642321146
2024-10-14,BUY,2629.79,18481.219642321146
2024-10-20,SELL,2746.91,19304.29693918084
2024-10-21,BUY,2666.7,19304.29693918084
2024-10-23,STOP_LOSS,2524.61,18275.7044645537
2024-10-30,BUY,2659.19,18275.7044645537
2024-10-31,STOP_LOSS,2518.61,17309.54614806373
2024-11-07,BUY,2895.47,17309.54614806373
2024-11-08,SELL,2961.75,17705.777750771987
2024-11-12,BUY,3243.8,17705.777750771987
2024-11-14,STOP_LOSS,3058.82,16696.09319305024
2024-11-21,BUY,3355.81,16696.09319305024
2024-12-10,SELL,3628.25,18051.558380148024
2024-12-19,BUY,3417.01,18051.558380148024
2024-12-20,SELL,3472.21,18343.171814871414
2024-12-21,BUY,3338.92,18343.171814871414
2024-12-23,SELL,3422.53,18802.503753175235
2024-12-27,BUY,3333.51,18802.503753175235
2024-12-28,SELL,3404.0,19200.099227483493
2024-12-29,BUY,3356.48,19200.099227483493
2025-01-01,SELL,3360.38,19222.408428487874
2025-01-03,BUY,3609.01,19222.408428487874
2025-01-07,STOP_LOSS,3381.31,18009.626419248027
2025-01-17,BUY,3473.63,18009.626419248027
2025-01-19,STOP_LOSS,3215.12,16669.337290688043
2025-01-21,BUY,3327.54,16669.337290688043
2025-01-27,SELL,3182.44,15942.45772173355
2025-01-28,BUY,3077.72,15942.45772173355
2025-01-29,SELL,3113.9,16129.86857144448
2025-01-31,BUY,3300.99,16129.86857144448
2025-02-01,STOP_LOSS,3117.54,15233.46343558176
2025-02-04,BUY,2731.19,15233.46343558176
2025-02-05,SELL,2788.25,15551.720833871259
2025-02-06,BUY,2686.64,15551.720833871259
2025-02-08,SELL,2632.46,15238.097782483972
2025-02-11,BUY,2602.59,15238.097782483972
2025-02-12,SELL,2738.27,16032.500706927476
2025-02-27,BUY,2307.72,16032.500706927476
2025-03-02,SELL,2518.11,17494.150224083143
2025-03-03,BUY,2149.01,17494.150224083143
2025-03-04,SELL,2171.51,17677.312880395526
2025-03-09,BUY,2020.41,17677.312880395526
2025-03-10,STOP_LOSS,1865.1,16318.448361087943
2025-03-16,BUY,1887.0,16318.448361087943
2025-04-06,STOP_LOSS,1580.76,13670.138013393418
2025-04-10,BUY,1522.25,13670.138013393418
2025-04-11,SELL,1566.85,14070.655770264722
2025-04-14,BUY,1623.77,14070.655770264722
2025-04-22,FINAL_SELL,1636.13,14177.760412745169
