Date,Action,Price,Amount
2022-09-29,SELL,1335.7,10866.727662543108
2022-09-30,BUY,1328.72,10866.727662543108
2022-10-25,SELL,1459.74,11938.254137907667
2022-10-30,BUY,1590.44,11938.254137907667
2022-11-08,STOP_LOSS,1334.77,10019.128967867393
2022-11-09,BUY,1102.73,10019.128967867393
2022-11-10,SELL,1299.28,11804.933107261746
2022-11-18,BUY,1212.58,11804.933107261746
2022-11-20,STOP_LOSS,1142.21,11119.854066903166
2022-11-21,BUY,1107.34,11119.854066903166
2022-11-22,SELL,1139.6,11443.807407519686
2022-11-26,BUY,1205.6,11443.807407519686
2022-12-16,SELL,1166.83,11075.794456964328
2022-12-25,BUY,1218.51,11075.794456964328
2023-01-04,SELL,1256.9,11424.745018882459
2023-01-05,BUY,1251.24,11424.745018882459
2023-01-08,SELL,1290.16,11780.113354401548
2023-01-10,BUY,1335.62,11780.113354401548
2023-01-20,SELL,1658.52,14628.078046556697
2023-01-21,BUY,1626.66,14628.078046556697
2023-01-27,SELL,1597.62,14366.92981246229
2023-02-10,BUY,1513.06,14366.92981246229
2023-02-11,SELL,1538.51,14608.58471294685
2023-02-17,BUY,1693.87,14608.58471294685
2023-02-23,SELL,1650.53,14234.803926074706
2023-03-09,BUY,1437.32,14234.803926074706
2023-03-10,SELL,1426.44,14127.051535016564
2023-03-13,BUY,1673.45,14127.051535016564
2023-03-17,SELL,1789.27,15104.78920795906
2023-03-18,BUY,1758.84,15104.78920795906
2023-04-09,SELL,1858.92,15964.26892409728
2023-04-10,BUY,1910.2,15964.26892409728
2023-04-13,SELL,2012.01,16815.133869737707
2023-04-17,BUY,2074.0,16815.133869737707
2023-04-19,STOP_LOSS,1933.73,15677.882747313353
2023-04-30,BUY,1870.09,15677.882747313353
2023-05-02,SELL,1870.08,15677.798912403015
2023-05-23,BUY,1854.05,15677.798912403015
2023-05-28,SELL,1908.64,16139.410542417352
2023-05-29,BUY,1892.6,16139.410542417352
2023-05-30,SELL,1900.59,16207.546382126702
2023-05-31,BUY,1873.63,16207.546382126702
2023-06-07,SELL,1832.13,15848.557053999879
2023-06-09,BUY,1840.37,15848.557053999879
2023-06-10,SELL,1751.53,15083.501218120491
2023-06-11,BUY,1752.76,15083.501218120491
2023-06-12,SELL,1742.57,14995.810446187854
2023-06-14,BUY,1650.95,14995.810446187854
2023-06-15,SELL,1666.96,15141.231522079592
2023-06-20,BUY,1791.99,15141.231522079592
2023-06-30,SELL,1933.79,16339.355747008798
2023-07-01,BUY,1924.5,16339.355747008798
2023-07-02,SELL,1937.48,16449.558312660225
2023-07-13,BUY,2004.49,16449.558312660225
2023-07-18,STOP_LOSS,1897.21,15569.180453063926
2023-07-27,BUY,1861.28,15569.180453063926
2023-07-28,SELL,1874.19,15677.169643110054
2023-08-10,BUY,1852.47,15677.169643110054
2023-08-15,SELL,1828.98,15478.377373914516
2023-08-17,BUY,1681.49,15478.377373914516
2023-08-20,SELL,1685.24,15512.89670804804
2023-08-26,BUY,1647.04,15512.89670804804
2023-08-27,SELL,1658.33,15619.233289936676
2023-08-29,BUY,1729.42,15619.233289936676
2023-09-01,STOP_LOSS,1629.12,14713.375199374146
2023-09-13,BUY,1607.62,14713.375199374146
2023-10-01,SELL,1733.79,15868.117333028265
2023-10-02,BUY,1662.4,15868.117333028265
2023-10-09,SELL,1580.13,15082.82497680339
2023-10-20,BUY,1603.89,15082.82497680339
2023-10-23,SELL,1765.46,16602.21348318607
2023-11-11,BUY,2053.17,16602.21348318607
2023-11-16,SELL,1961.77,15863.140580132154
2023-12-06,BUY,2232.7,15863.140580132154
2023-12-07,SELL,2355.73,16737.258099536313
2023-12-08,BUY,2358.72,16737.258099536313
2023-12-11,STOP_LOSS,2225.12,15789.2449050503
2023-12-28,BUY,2344.15,15789.2449050503
2023-12-29,SELL,2299.2,15486.479911990124
2024-01-02,BUY,2355.34,15486.479911990124
2024-01-03,STOP_LOSS,2209.72,14529.021029287836
2024-01-10,BUY,2584.38,14529.021029287836
2024-01-20,SELL,2472.01,13897.292687069945
2024-01-24,BUY,2235.02,13897.292687069945
2024-01-26,SELL,2267.68,14100.371665853
2024-01-27,BUY,2267.94,14100.371665853
2024-01-28,SELL,2256.9,14031.733120216422
2024-01-30,BUY,2343.01,14031.733120216422
2024-02-01,SELL,2304.28,13799.788304041509
2024-02-06,BUY,2372.64,13799.788304041509
2024-02-09,SELL,2486.56,14462.371706326057
2024-02-11,BUY,2507.21,14462.371706326057
2024-02-12,SELL,2659.99,15343.654546332476
2024-02-14,BUY,2774.81,15343.654546332476
2024-02-28,SELL,3383.1,18707.26921688238
2024-02-29,BUY,3340.09,18707.26921688238
2024-03-06,SELL,3818.59,21387.265360782163
2024-03-07,BUY,3868.76,21387.265360782163
2024-03-12,SELL,3979.96,22002.000807829532
2024-03-13,BUY,4004.79,22002.000807829532
2024-03-15,STOP_LOSS,3742.19,20559.29709249464
2024-03-19,BUY,3158.64,20559.29709249464
2024-03-20,SELL,3516.53,22888.770168385818
2024-04-08,BUY,3694.61,22888.770168385818
2024-04-09,STOP_LOSS,3506.39,21722.713582956345
2024-04-23,BUY,3219.46,21722.713582956345
2024-04-30,STOP_LOSS,3014.05,20336.747428049915
2024-05-04,BUY,3117.23,20336.747428049915
2024-05-08,SELL,2974.21,19403.687750977737
2024-05-15,BUY,3032.55,19403.687750977737
2024-05-20,SELL,3661.78,23429.798596156787
2024-05-24,BUY,3728.28,23429.798596156787
2024-06-03,SELL,3767.06,23673.50550378147
2024-06-11,BUY,3497.33,23673.50550378147
2024-06-12,SELL,3560.12,24098.532427343856
2024-06-13,BUY,3469.4,24098.532427343856
2024-06-14,SELL,3481.8,24184.663113369992
2024-07-04,BUY,3059.7,24184.663113369992
2024-07-06,SELL,3066.83,24241.020484353532
2024-07-07,BUY,2931.0,24241.020484353532
2024-07-08,SELL,3019.01,24968.912743933186
2024-07-13,BUY,3175.93,24968.912743933186
2024-07-21,SELL,3535.92,27799.12590942755
2024-07-24,BUY,3335.81,27799.12590942755
2024-07-26,SELL,3274.61,27289.112897398398
2024-08-01,BUY,3203.4,27289.112897398398
2024-08-02,STOP_LOSS,2989.61,25467.87938102991
2024-08-09,BUY,2598.78,25467.87938102991
2024-08-10,SELL,2609.92,25577.05067536982
2024-08-11,BUY,2555.38,25577.05067536982
2024-08-12,SELL,2722.3,27247.769432945108
2024-08-14,BUY,2661.45,27247.769432945108
2024-08-27,STOP_LOSS,2457.33,25158.000811835278
2024-09-02,BUY,2538.01,25158.000811835278
2024-09-03,SELL,2425.29,24040.664847237
2024-09-06,BUY,2225.23,24040.664847237
2024-09-08,SELL,2297.3,24819.285805762804
2024-09-11,BUY,2340.55,24819.285805762804
2024-09-20,SELL,2561.4,27161.188038230688
2024-09-22,BUY,2581.0,27161.188038230688
2024-09-26,FINAL_SELL,2632.26,27700.623334177882
