Date,Action,Price,Amount
2021-07-17,SELL,31520.07,96343.67676515145
2021-07-20,BUY,29790.35,96343.67676515145
2021-07-21,SELL,32144.51,103957.16335035267
2021-07-22,BUY,32287.83,103957.16335035267
2021-07-27,SELL,39457.87,127042.54937686987
2021-08-01,BUY,39845.44,127042.54937686987
2021-08-07,SELL,44572.54,142114.35772330553
2021-08-08,BUY,43794.37,142114.35772330553
2021-08-09,SELL,46253.4,150094.0014325846
2021-08-10,BUY,45584.99,150094.0014325846
2021-08-15,SELL,46973.82,154666.88939438114
2021-08-16,BUY,45901.29,154666.88939438114
2021-08-17,SELL,44695.95,150605.43080655878
2021-08-21,BUY,48821.87,150605.43080655878
2021-08-24,SELL,47674.01,147064.51871520266
2021-09-21,BUY,40734.38,147064.51871520266
2021-09-22,SELL,43543.61,157206.76361767348
2021-10-01,BUY,48141.61,157206.76361767348
2021-10-06,SELL,55315.0,180631.5187529376
2021-10-07,BUY,53785.22,180631.5187529376
2021-10-09,SELL,54949.72,184542.3590095694
2021-10-10,BUY,54659.0,184542.3590095694
2021-10-13,SELL,57367.0,193685.23956351134
2021-10-14,BUY,57347.94,193685.23956351134
2021-10-15,SELL,61672.42,208290.61065073108
2021-10-16,BUY,60875.57,208290.61065073108
2021-10-20,SELL,66001.41,225829.08041286957
2021-10-21,BUY,62193.15,225829.08041286957
2021-10-24,SELL,60852.22,220960.03954907623
2021-11-09,BUY,66947.66,220960.03954907623
2021-11-12,SELL,64122.23,211634.73789487133
2021-11-18,BUY,56891.62,211634.73789487133
2021-11-19,SELL,58052.24,215952.20168823042
2021-11-22,BUY,56247.18,215952.20168823042
2021-11-23,SELL,57541.27,220920.65672335788
2021-11-24,BUY,57138.29,220920.65672335788
2021-11-25,SELL,58960.36,227965.54555352638
2021-11-26,BUY,53726.53,227965.54555352638
2021-12-04,STOP_LOSS,49152.47,208557.47875124894
2021-12-13,BUY,46702.75,208557.47875124894
2021-12-15,SELL,48864.98,218213.21074305486
2021-12-19,BUY,46681.23,218213.21074305486
2022-01-04,SELL,45832.01,214243.49908748758
2022-01-07,BUY,41566.48,214243.49908748758
2022-01-09,SELL,41864.62,215780.1833777605
2022-01-10,BUY,41822.49,215780.1833777605
2022-01-12,SELL,43902.66,226512.67357757685
2022-01-14,BUY,43059.96,226512.67357757685
2022-01-18,SELL,42352.12,222789.15105537407
2022-01-26,BUY,36809.34,222789.15105537407
2022-01-31,SELL,38466.9,232821.56090633434
2022-02-05,BUY,41382.59,232821.56090633434
2022-02-07,SELL,43839.99,246647.07796003317
2022-02-11,BUY,42373.73,246647.07796003317
2022-02-15,SELL,44544.86,259284.6925946515
2022-02-17,BUY,40515.7,259284.6925946515
2022-02-18,SELL,39974.44,255820.8395027938
2022-02-19,BUY,40079.17,255820.8395027938
2022-02-21,STOP_LOSS,37008.16,236218.92767873473
2022-02-23,BUY,37250.01,236218.92767873473
2022-02-24,SELL,38327.21,243049.9333320361
2022-02-28,BUY,43160.0,243049.9333320361
2022-03-04,STOP_LOSS,39148.66,220460.59321219995
2022-03-16,BUY,41114.0,220460.59321219995
2022-03-20,SELL,41262.11,221254.78542070944
2022-03-26,BUY,44511.27,221254.78542070944
2022-04-05,SELL,45497.55,226157.34537383454
2022-04-10,BUY,42158.85,226157.34537383454
2022-04-11,STOP_LOSS,39530.45,212057.53082527386
2022-04-14,BUY,39942.38,212057.53082527386
2022-04-19,SELL,41493.18,220290.86140807424
2022-05-04,BUY,39690.0,220290.86140807424
2022-05-05,STOP_LOSS,36552.97,202879.44692173082
2022-05-09,BUY,30076.31,202879.44692173082
2022-05-10,SELL,31017.1,209225.53641440775
2022-05-11,BUY,29103.94,209225.53641440775
2022-05-12,SELL,29029.75,208692.1913571205
2022-05-14,BUY,30086.74,208692.1913571205
2022-05-15,SELL,31328.89,217308.17984554585
2022-05-16,BUY,29874.01,217308.17984554585
2022-05-17,SELL,30444.93,221461.1404302621
2022-05-20,BUY,29201.01,221461.1404302621
2022-05-30,SELL,31734.22,240673.06411198902
2022-06-01,BUY,29805.83,240673.06411198902
2022-06-12,STOP_LOSS,26574.53,214581.29374139136
2022-06-13,BUY,22487.41,214581.29374139136
2022-06-16,STOP_LOSS,20401.31,194675.1312765314
2022-06-18,BUY,18970.79,194675.1312765314
2022-06-19,SELL,20574.0,211127.00899031392
2022-06-22,BUY,19987.99,211127.00899031392
2022-06-24,SELL,21237.69,224327.20686589796
2022-07-20,BUY,23223.3,224327.20686589796
2022-07-25,STOP_LOSS,21310.9,205854.23573731835
2022-07-28,BUY,23842.93,205854.23573731835
2022-08-04,STOP_LOSS,22622.98,195321.47508719095
2022-08-08,BUY,23810.0,195321.47508719095
2022-08-17,SELL,23342.66,191487.7271591251
2022-08-19,BUY,20834.39,191487.7271591251
2022-08-21,SELL,21515.61,197748.78253417276
2022-08-24,BUY,21368.08,197748.78253417276
2022-08-26,STOP_LOSS,20241.05,187318.79489000962
2022-09-09,BUY,21360.11,187318.79489000962
2022-09-12,SELL,22395.74,196400.8157013229
2022-09-13,BUY,20173.57,196400.8157013229
2022-09-18,SELL,19416.18,189027.20687531814
2022-09-25,BUY,18807.38,189027.20687531814
2022-09-26,SELL,19227.82,193252.92033772805
