Date,Action,Price,Amount
2024-03-14,BUY,71388.94,19753.84207988528
2024-03-16,STOP_LOSS,65300.63,18069.16215224682
2024-04-13,BUY,63924.51,18069.16215224682
2024-04-14,SELL,65661.84,18560.242920514935
2024-04-15,BUY,63419.99,18560.242920514935
2024-04-16,SELL,63793.39,18669.52068461613
2024-04-17,BUY,61277.37,18669.52068461613
2024-04-18,SELL,63470.08,19337.578806241858
2024-05-05,BUY,64012.0,19337.578806241858
2024-05-10,STOP_LOSS,60799.99,18367.252984498482
2024-05-12,BUY,61483.99,18367.252984498482
2024-05-15,SELL,66206.5,19778.01920009093
2024-05-16,BUY,65235.21,19778.01920009093
2024-05-17,SELL,67024.0,20320.344778025465
2024-05-18,BUY,66915.2,20320.344778025465
2024-05-20,SELL,71446.62,21696.415039102772
2024-05-21,BUY,70148.34,21696.415039102772
2024-05-30,SELL,68352.17,21140.871603566233
2024-06-05,BUY,71108.0,21140.871603566233
2024-06-08,SELL,69310.46,20606.451252237628
2024-06-18,BUY,65175.32,20606.451252237628
2024-06-24,STOP_LOSS,60293.3,19062.905211459474
2024-07-04,BUY,57050.01,19062.905211459474
2024-07-06,SELL,58230.13,19457.23495299935
2024-07-12,BUY,57889.1,19457.23495299935
2024-07-15,SELL,64724.14,21754.575543769442
2024-07-16,BUY,65043.99,21754.575543769442
2024-07-18,SELL,63987.92,21401.362978019577
2024-07-27,BUY,67896.5,21401.362978019577
2024-07-31,SELL,64628.0,20371.11318762306
2024-08-02,BUY,61498.33,20371.11318762306
2024-08-04,STOP_LOSS,58161.0,19265.633946569684
2024-08-19,BUY,59438.5,19265.633946569684
2024-08-23,SELL,64037.24,20756.210617505993
2024-08-24,BUY,64157.01,20756.210617505993
2024-08-27,STOP_LOSS,59415.0,19222.065583154803
2024-09-06,BUY,53962.97,19222.065583154803
2024-09-07,SELL,54160.86,19292.555672159364
2024-09-12,BUY,58132.32,19292.555672159364
2024-09-19,SELL,62947.99,20890.747204404208
2024-09-21,BUY,63348.96,20890.747204404208
2024-09-23,SELL,63339.99,20887.78914475455
2024-10-10,BUY,60326.39,20887.78914475455
2024-10-11,SELL,62540.0,21654.24341010542
2024-10-14,BUY,66083.99,21654.24341010542
2024-10-26,SELL,67092.76,21984.794745229283
2024-10-28,BUY,69962.21,21984.794745229283
2024-10-29,SELL,72736.42,22856.5573357787
2024-10-30,BUY,72344.74,22856.5573357787
2024-11-03,SELL,68775.99,21729.048425081663
2024-11-07,BUY,75857.89,21729.048425081663
2024-11-08,SELL,76509.78,21915.778498615564
2024-11-09,BUY,76677.46,21915.778498615564
2024-11-10,SELL,80370.01,22971.174802758433
2024-11-14,BUY,87325.59,22971.174802758433
2024-11-15,SELL,91032.07,23946.17193685084
2024-11-16,BUY,90586.92,23946.17193685084
2024-11-18,SELL,90464.08,23913.699834247916
2024-11-19,BUY,92310.79,23913.699834247916
2024-11-26,SELL,91965.16,23824.162174850666
2024-12-16,BUY,106058.66,23824.162174850666
2024-12-18,STOP_LOSS,100204.01,22509.020808016598
2024-12-29,BUY,93738.2,22509.020808016598
2024-12-31,SELL,93576.0,22470.07229849689
2025-01-07,BUY,96954.61,22470.07229849689
2025-01-09,SELL,92552.49,21449.84278422563
2025-01-15,BUY,100497.35,21449.84278422563
2025-01-17,SELL,104077.48,22213.97463095681
2025-01-19,BUY,101331.57,22213.97463095681
2025-01-28,SELL,101335.52,22214.840552601883
2025-02-04,BUY,97763.13,22214.840552601883
2025-02-06,SELL,96554.35,21940.167933556502
2025-02-20,BUY,98305.0,21940.167933556502
2025-02-24,STOP_LOSS,91552.88,20433.198331730295
2025-02-26,BUY,84250.09,20433.198331730295
2025-03-01,SELL,86064.53,20873.25498188966
2025-03-06,BUY,89931.89,20873.25498188966
2025-03-08,SELL,86222.45,20012.29134640929
2025-03-15,BUY,84338.44,20012.29134640929
2025-04-06,STOP_LOSS,78430.0,18610.304035726538
2025-04-08,BUY,76322.42,18610.304035726538
2025-04-09,SELL,82615.22,20144.72761972741
2025-04-11,BUY,83423.84,20144.72761972741
2025-04-22,SELL,89843.51,21694.91403596689
